회사명,소재지,대표업종,업종명,전화번호,팩스번호,종업원수,위도,경도
대아아스콘(주),경상북도 영천시 고경면,23991,아스팔트 콘크리트 및 혼합제품 제조업,054-0337-1448,054-337-0707,7,36.00623465,129.09179185
(주)오성,경상북도 영천시 채신동,25113,육상 금속 골조 구조재 제조업 외 2 종,054-0337-1603,054-0337-1604,5,35.91357661,128.95987383
LG정경,경상북도 영천시 임고면,13104,연사 및 가공사 제조업,054-0337-3077,054-0337-3077,4,36.01669094,129.01587570
부부토기,경상북도 영천시 화남면,23221,가정용 및 장식용 도자기 제조업,054-0337-4804,,1,36.11080064,128.86520597
한창수지,경상북도 영천시 임고면,38321,비금속류 해체 및 선별업 외 1 종,054-0337-5326,054-0331-0810,5,36.01669094,129.01587570
(주)미건테크,경상북도 영천시 고경면,30399,그 외 자동차용 신품 부품 제조업 외 3 종,054-0337-7741,,4,36.00623465,129.09179185
세강기업(주),경상북도 영천시 고경면,25122,금속탱크 및 저장용기 제조업 외 1 종,054-0338-3895,,6,36.00623465,129.09179185
(주)금창,경상북도 영천시 본촌동,30320,자동차 차체용 신품 부품 제조업 외 1 종,054-0338-5000,054-0338-5020,150,35.92961171,128.96957999
(주)경안플랜트,경상북도 영천시 청통면,25113,육상 금속 골조 구조재 제조업 외 1 종,054-0338-5558,054-338-5562,14,36.00912727,128.83399563
(주)삼한알엔텍,경상북도 영천시 채신동,20119,기타 기초 유기화학 물질 제조업 외 1 종,054-0338-5584,054-338-5586,5,35.91357661,128.95987383
(주)서강전력,경상북도 영천시 완산동,28410,전구 및 램프 제조업 외 1 종,054-0338-7989,054-0336-7988,5,35.96911289,128.97115183
(주)비에스이엔씨,경상북도 영천시 북안면,25113,육상 금속 골조 구조재 제조업,054-283-7307,054-337-7308,41,35.91641673,129.03259025
(주)백광비닐,경상북도 영천시 청통면,22212,플라스틱 필름 제조업 외 1 종,054-322-7079,054-332-7078,5,36.00912727,128.83399563
진양특수강(주)2공장,경상북도 영천시 채신동,24122,냉간 압연 및 압출 제품 제조업,054-330-2515,054-0336-3704,38,35.91357661,128.95987383
(주)화신,경상북도 영천시 봉동,30320,자동차 차체용 신품 부품 제조업 외 1 종,054-330-5135,054-0335-0886,173,35.93504793,128.96542779
(주)화신,경상북도 영천시 언하동,30320,자동차 차체용 신품 부품 제조업 외 1 종,054-330-5143,054-331-3252,345,35.99327900,128.97433802
(주)화신정공,경상북도 영천시 도남동,30399,그 외 자동차용 신품 부품 제조업 외 3 종,054-330-8200,054-0338-1969,137,35.93673831,128.93883558
유진정밀(주) ,경상북도 영천시 도남동,30320,자동차 차체용 신품 부품 제조업 외 1 종,054-330-8911,054-335-4985,30,35.93673831,128.93883558
유진정밀(주),경상북도 영천시 임고면,30320,자동차 차체용 신품 부품 제조업 외 1 종,054-330-8915,054-335-4985,85,36.01669094,129.01587570
에스엠 화진 주식회사 (제3공장),경상북도 영천시 도남동,30399,그 외 자동차용 신품 부품 제조업 외 3 종,054-330-9601,054-330-9606,110,35.93673831,128.93883558
에스엠 화진 주식회사 (제5공장),경상북도 영천시 도남동,30399,그 외 자동차용 신품 부품 제조업 외 3 종,054-330-9601,054-330-9606,10,35.93673831,128.93883558
(주)세계주철(제2공장),경상북도 영천시 대창면,25924,절삭가공 및 유사처리업 외 1 종,054-331-0123,054-0331-1175,30,35.88851007,128.88750399
(주)세계주철 영천2공장,경상북도 영천시 대창면,25924,절삭가공 및 유사처리업 외 2 종,054-331-0123,054-331-0123,10,35.88851007,128.88750399
(주)세계주철지점,경상북도 영천시 대창면,24131,주철관 제조업 외 9 종,054-331-0123,054-331-1175,30,35.88851007,128.88750399
(주)풀내음,경상북도 영천시 대창면,10820,"면류, 마카로니 및 유사식품 제조업 외 2 종",054-331-0300,054-336-3383,5,35.88851007,128.88750399
(주)에버그린필드,경상북도 영천시 화남면,22299,그 외 기타 플라스틱 제품 제조업,054-331-0445,053-793-0444,7,36.11080064,128.86520597
(주)키프코,경상북도 영천시 청통면,29242,광물처리 및 취급장비 제조업,054-331-0482,054-331-0480,8,36.00912727,128.83399563
대우산업,경상북도 영천시 청통면,22299,그 외 기타 플라스틱 제품 제조업,054-331-0578,054-336-0578,5,36.00912727,128.83399563
대우양행,경상북도 영천시 청통면,22211,"플라스틱 선, 봉, 관 및 호스 제조업",054-331-0578,054-336-0578,4,36.00912727,128.83399563
대운철강,경상북도 영천시 오미동,25113,육상 금속 골조 구조재 제조업,054-331-0600,054-331-0609,5,36.01556744,128.94930142
(주)디에이치씨,경상북도 영천시 봉동,30399,그 외 자동차용 신품 부품 제조업,054-331-1011,054-331-4111,48,35.93504793,128.96542779
(주)디에이치씨,경상북도 영천시 봉동,22241,운송장비 조립용 플라스틱제품 제조업,054-331-1011,054-331-4111,48,35.93504793,128.96542779
경신장갑,경상북도 영천시 대전동,14419,기타 편조의복 액세서리 제조업,054-331-1252,,10,35.99231605,128.91703804
(주)케이에스글러브,경상북도 영천시 대전동,13999,그 외 기타 분류 안된 섬유제품 제조업,054-331-1256,054-331-1252,30,35.99231605,128.91703804
농업회사법인 김재식헬스푸드(주),경상북도 영천시 대창면,10309,기타 과실채소 가공 및 저장 처리업,054-331-1375,054-331-1376,18,35.88851007,128.88750399
(주)케이피씨뉴매틱,경상북도 영천시 대창면,22211,"플라스틱 선, 봉, 관 및 호스 제조업",054-331-1801,054-333-1802,8,35.88851007,128.88750399
(주)코리아뉴매틱,경상북도 영천시 대창면,22192,산업용 그 외 비경화 고무제품 제조업,054-331-1812,054-331-1814,13,35.88851007,128.88750399
신한일산업(주),경상북도 영천시 북안면,25932,일반철물 제조업 외 1 종,054-331-2136,054-331-2137,10,35.91641673,129.03259025
화북석물,경상북도 영천시 도동,23919,기타 석제품 제조업,054-331-2196,054-337-4462,3,35.94163522,128.94027869
(주)베스타,경상북도 영천시 대창면,29299,그 외 기타 특수목적용 기계 제조업 외 2 종,054-331-2216,054-331-2217,15,35.88851007,128.88750399
명성그리드,경상북도 영천시 북안면,22212,플라스틱 필름 제조업 외 1 종,054-331-2239,054-331-2238,2,35.91641673,129.03259025
(주)다이엑스,경상북도 영천시 북안면,24212,"알루미늄 제련, 정련 및 합금 제조업",054-331-2288,054-337-1887,17,35.91641673,129.03259025
(주)일신화이바,경상북도 영천시 금호읍,22291,플라스틱 접착처리 제품 제조업 외 1 종,054-331-2641,054-331-2640,18,35.92147076,128.90702383
(주)일신화이바,경상북도 영천시 북안면,13910,"카펫, 마루덮개 및 유사제품 제조업",054-331-2641,054-331-2640,2,35.91641673,129.03259025
주식회사 충남목재,경상북도 영천시 북안면,16101,일반 제재업,054-331-2998,054-331-2970,16,35.91641673,129.03259025
(주)진현식품,경상북도 영천시 북안면,10220,수산식물 가공 및 저장 처리업,054-331-3000,054-331-3226,45,35.91641673,129.03259025
경북석재,경상북도 영천시 도동,23919,기타 석제품 제조업,054-331-3280,054-334-7528,3,35.94163522,128.94027869
동진미강,경상북도 영천시 도동,10512,곡물 제분업,054-331-3447,054-338-5265,5,35.94163522,128.94027869
에비수산업(주),경상북도 영천시 금호읍,25929,그 외 기타 금속가공업 외 2 종,054-331-3619,,8,35.92147076,128.90702383
에비수산업(주),경상북도 영천시 금호읍,25113,육상 금속 골조 구조재 제조업 외 3 종,054-331-3619,054-331-8723,15,35.92147076,128.90702383
서호전설(주),경상북도 영천시 화산면 ,28113,에너지 저장장치 제조업 외 7 종,054-331-3912,054-333-8630,12,36.03702909,128.90251977
영광팩,경상북도 영천시 채신동,29191,"용기 세척, 포장 및 충전기 제조업",054-331-3936,054-336-3938,4,35.91357661,128.95987383
(주)명산,경상북도 영천시 임고면,24312,강주물 주조업 외 2 종,054-331-4700,054-338-1136,41,36.01669094,129.01587570
(주)명산 제3공장,경상북도 영천시 임고면,25929,그 외 기타 금속가공업 외 2 종,054-331-4700,054-338-1136,7,36.01669094,129.01587570
(주)명산2공장,경상북도 영천시 임고면,25929,그 외 기타 금속가공업 외 2 종,054-331-4700,054-338-1136,8,36.01669094,129.01587570
원동정밀,경상북도 영천시 임고면,25929,그 외 기타 금속가공업 외 1 종,054-331-4700,054-338-1136,1,36.01669094,129.01587570
대명정밀,경상북도 영천시 북안면,25934,톱 및 호환성 공구 제조업,054-331-4760,054-331-4763,6,35.91641673,129.03259025
(주)산야초로,경상북도 영천시 대전동,21220,한의약품 제조업,054-331-4800,054-331-4804,5,35.99231605,128.91703804
봉천섬유,경상북도 영천시 청통면,13219,특수 직물 및 기타 직물 직조업,054-331-4970,054-331-8165,4,36.00912727,128.83399563
(주)미광코리아,경상북도 영천시 채신동,25113,육상 금속 골조 구조재 제조업 외 1 종,054-331-4997,054-337-0277,7,35.91357661,128.95987383
(주)아이엔에스랜드,경상북도 영천시 청통면,16229,기타 건축용 나무제품 제조업 외 3 종,054-331-5201,054-338-5115,8,36.00912727,128.83399563
(주)경림,경상북도 영천시 금호읍,10511,곡물 도정업 외 1 종,054-331-5246,054-331-5249,0,35.92147076,128.90702383
농업회사법인 조에허브(주)(2공장),경상북도 영천시 청통면,10309,기타 과실채소 가공 및 저장 처리업,054-331-5377,054-331-3733,4,36.00912727,128.83399563
조에허브(주),경상북도 영천시 화산면,10892,차류 가공업,054-331-5377,054-331-3733,4,36.03702909,128.90251977
(주)제일윈도텍스,경상북도 영천시 대창면,13223,커튼 및 유사제품 제조업,054-331-5407,054-331-5410,12,35.88851007,128.88750399
(주)하나기업,경상북도 영천시 완산동,25929,그 외 기타 금속가공업,054-331-5500,054-331-0880,3,35.96911289,128.97115183
(주)하나기업 2공장,경상북도 영천시 완산동,25929,그 외 기타 금속가공업,054-331-5500,054-331-0880,3,35.96911289,128.97115183
(주)유브이월드,경상북도 영천시 고경면,16229,기타 건축용 나무제품 제조업,054-331-5748,054-331-5751,5,36.00623465,129.09179185
(주)피에스코리아,경상북도 영천시 북안면,38321,비금속류 해체 및 선별업 외 1 종,054-331-5780,,6,35.91641673,129.03259025
(주)성호금속,경상북도 영천시 신기동,24311,선철주물 주조업,054-331-5800,054-332-1585,60,36.01675118,128.95480915
아누바이오,경상북도 영천시 야사동,18111,경 인쇄업 외 2 종,054-331-6006,054-331-5335,1,35.98603042,128.94872170
GBT,경상북도 영천시 고경면,25924,절삭가공 및 유사처리업,054-331-6127,054-337-6128,2,36.00623465,129.09179185
농업회사법인 동방제유(주),경상북도 영천시 대전동,10402,식물성 유지 제조업 외 1 종,054-331-6353,054-336-9625,39,35.99231605,128.91703804
동방제유(주),경상북도 영천시 대전동,10412,식물성 유지 제조업 외 1 종,054-331-6353,054-336-9625,17,35.99231605,128.91703804
주식회사 화성,경상북도 영천시 도동,25111,"금속 문, 창, 셔터 및 관련제품 제조업 외 3 종",054-331-6787,054-331-6787,3,35.94163522,128.94027869
주식회사 푸드킹,경상북도 영천시 금호읍,10603,과자류 및 코코아 제품 제조업,054-331-6969,054-331-1313,11,35.92147076,128.90702383
(주)강산,경상북도 영천시 북안면,23325,콘크리트 관 및 기타 구조용 콘크리트 제품 제조업 외 1 종,054-331-7301,054-338-3030,6,35.91641673,129.03259025
(주)세화정유,경상북도 영천시 도남동,19221,윤활유 및 그리스 제조업,054-331-7403,054-335-7400,20,35.93673831,128.93883558
농업회사법인(주)동의보굼,경상북도 영천시 금호읍,10896,건강보조용 액화식품 제조업 외 1 종,054-331-7676,054-331-7677,2,35.92147076,128.90702383
(주)썬폴리폼영천공장,경상북도 영천시 청통면,22251,폴리스티렌 발포 성형제품 제조업,054-331-7708,054-331-7709,0,36.00912727,128.83399563
(주)미래공간,경상북도 영천시 화산면,25999,그 외 기타 분류 안된 금속 가공 제품 제조업 외 2 종,054-331-7857,054-331-7858,5,36.03702909,128.90251977
(주)조은글라스,경상북도 영천시 고경면,23112,안전유리 제조업 외 1 종,054-331-8042,054-338-7951,21,36.00623465,129.09179185
동아테크,경상북도 영천시 본촌동,30399,그 외 자동차용 신품 부품 제조업,054-331-8056,,0,35.92961171,128.96957999
명진포장주식회사,경상북도 영천시 채신동,17222,판지 상자 및 용기 제조업,054-331-8270,054-331-8271,24,35.91357661,128.95987383
(주)풍산금속,경상북도 영천시 대창면,24312,강주물 주조업,054-331-8293,054-331-8293,7,35.88851007,128.88750399
금호산업,경상북도 영천시 채신동,24123,철강선 제조업,054-331-8422,054-331-8420,3,35.91357661,128.95987383
(주)하이테크 창신,경상북도 영천시 금호읍,22211,"플라스틱 선, 봉, 관 및 호스 제조업",054-331-8758,054-334-8757,5,35.92147076,128.90702383
(주)미광,경상북도 영천시 북안면,10901,반려동물용 사료 제조업 외 4 종,054-331-8841,,22,35.91641673,129.03259025
성윤산업(주),경상북도 영천시 오미동,20312,복합비료 및 기타 화학비료 제조업 외 1 종,054-331-8866,054-331-8867,10,36.01556744,128.94930142
씨케이에스산업개발 주식회사,경상북도 영천시 금호읍,25119,기타 구조용 금속제품 제조업,054-331-8868,054-331-8869,5,35.92147076,128.90702383
주식회사 에스제이티앤씨,경상북도 영천시 도남동,25112,구조용 금속 판제품 및 공작물 제조업 외 4 종,054-331-8996,054-331-8997,5,35.93673831,128.93883558
(주)체리푸드,경상북도 영천시 금호읍,10121,가금류 가공 및 저장 처리업 외 19 종,054-331-9171,054-331-9170,95,35.92147076,128.90702383
농업회사법인 (주)하비랑,경상북도 영천시 고경면,10832,천연 및 혼합조제 조미료 제조업 외 1 종,054-331-9280,054-331-9281,3,36.00623465,129.09179185
부흥섬유,경상북도 영천시 청통면,13104,연사 및 가공사 제조업,054-331-9490,054-331-9490,4,36.00912727,128.83399563
세화케미칼,경상북도 영천시 망정동,22231,"플라스틱 포대, 봉투 및 유사제품 제조업",054-331-9702,054-331-9703,7,35.97805433,128.95399701
