순번,단지명,회사명,대표자명,공장대표주소(지번),대표업종번호,업종명,전화번호,생산품,용지면적,건축면적,위도,경도
132,,(주)미보부산어묵,이상○,경상북도 영천시 도남동  378-1번지 외 1필지,10211,"수산동물 훈제, 조리 및 유사 조제식품 제조업",054-0000-0000,어묵,3035,1981.85,35.93317597,128.93636553
133,,(주)바른식품,배재○,경상북도 영천시 금호읍 오계리 56-4번지,10302,과실 및 그 외 채소 절임식품 제조업,,단무지,1786,1136.77,35.91454754,128.89044154
134,,(주)바스플렉스,강척○,경상북도 영천시 금호읍 오계리 524번지 외 1필지,27199,그 외 기타 의료용 기기 제조업,054-335-4246,"의료기기, 의료부품(약물전달용 주사기 배럴 및 부분품)",3014,1092.6,35.90353953,128.89469395
135,,(주)배터리솔루션즈,김민○,경상북도 영천시 금호읍 어은리 386-1번지 외 1필지,24213,"연 및 아연 제련, 정련 및 합금 제조업",054-334-8383,연괴,26758,5103.4,35.91574456,128.89298647
136,,(주)백광비닐,박규○,경상북도 영천시 청통면 대평리 590,22212,플라스틱 필름 제조업 외 1 종,054-322-7079,PE 필름(비닐),2617,434.45,35.96539027,128.85794546
137,,(주)범웅리사이클링,백성○,경상북도 영천시 화산면 화산리 305번지,23324,"콘크리트 타일, 기와, 벽돌 및 블록 제조업 외 1 종",054-338-1332,콘크리트근가(전봇대 결속매립용),4232,288.51,36.05134882,128.86923901
138,,(주)베스타,배효○,경상북도 영천시 대창면 사리리 520-1번지 외 3필지,29299,그 외 기타 특수목적용 기계 제조업 외 2 종,054-331-2216,"에너지변환장치, 복합패널",10040,1674.82,35.88165384,128.86774606
139,,(주)별빛,이명○,경상북도 영천시 임고면 매호리 823번지 (주)태광F (823) 외 1필지,10301,김치류 제조업 외 2 종,,"김치, 떡류(가래떡, 떡볶이), 절임배추",2929,1597.86,36.00037132,128.96524367
140,,(주)보성식품,이정○,경상북도 영천시 고경면 단포리 342-1 외 1필지,10309,기타 과실ㆍ채소 가공 및 저장 처리업,,액상차 과채음료,1798,536.9,35.97339380,128.97026373
141,,(주)보우기전,노곡○,경상북도 영천시 대창면 구지리 1-2번지,28123,배전반 및 전기 자동제어반 제조업 외 1 종,053-852-3284,배전반(산업용),1964,566,35.87275273,128.89287917
142,,(주)부강산업,안인○,경상북도 영천시 녹전동  451번지 외 1필지,30399,그 외 자동차용 신품 부품 제조업 외 3 종,054-335-9397,자동차관련부분품,4096,2247.55,36.00480743,128.92006083
143,,(주)부성에프엔에스,최은○,경상북도 영천시 봉동 810-13번지,10211,"수산동물 훈제, 조리 및 유사 조제식품 제조업 외 2 종",054-336-8779,"양념수산물가공품, 양념육가공품",2010.6,1178.71,35.92686546,128.94682990
144,,(주)비더블유지티,강정○,경상북도 영천시 도남동  130번지,25991,금속 캔 및 기타 포장용기 제조업,054-335-4882,"포장용 금속제통,상자,용기",5342,2092.5,35.93195236,128.93859420
145,,(주)비스,지영○,경상북도 영천시 금호읍 신월리 220-5,10901,반려동물용 사료 제조업 외 2 종,054-338-8845,"배합, 단미 보조사료",2703,780,35.93865590,128.89778943
146,,(주)비에스영천공장,유광○,경상북도 영천시 북안면 송포리 286 외 3필지,13409,섬유제품 기타 정리 및 마무리 가공업,,polyester,1003,332.5,35.94169735,128.97919432
147,영천북안농공단지,(주)비에스이엔씨,박진○,경상북도 영천시 북안면 반정리 150-1,25113,육상 금속 골조 구조재 제조업,054-283-7307,철구조물,29890,13631.43,35.93285013,128.99676015
148,영천본촌농공단지,(주)비케이엠솔,최원○,경상북도 영천시 본촌동 431번지,24312,강주물 주조업 외 3 종,054-335-9999,특수합금강,3866,3338.79,35.92044966,128.95060808
149,영천화산농공단지,(주)사조대림영천공장,김상○,경상북도 영천시 화산면 유성리 200-3번지 외 1필지,10833,장류 제조업 외 2 종,054-0335-8881,"간장,고추맛기름, 팝콘, 참치엑기스",20754,14803.14,36.01878258,128.86039214
150,,(주)산야초로,박종○,경상북도 영천시 대전동 750-10 외 1필지,21220,한의약품 제조업,054-331-4800,한약 및 한약제제,2388,916.65,35.98577600,128.91956212
151,영천화산농공단지,(주)삼구산업,조영○,경상북도 영천시 화산면 유성리 200-16,23999,그 외 기타 분류 안된 비금속 광물제품 제조업,054-338-5177,"미끄럼방지재, 도막형바닥재",5517,165,36.02168299,128.86014350
152,,(주)삼성조경,김재○,경상북도 영천시 화남면 삼창리 687번지 외 2필지,16229,기타 건축용 나무제품 제조업 외 5 종,054-333-1401,"목재가공품(정자),놀이터용제품(놀이대,시",2538,975,36.07692051,128.89279456
153,,(주)삼성하우징영천공장,전명○,경상북도 영천시 금호읍 오계리 56-8번지,23321,비내화 모르타르 제조업,054-338-3505,비내화모르타르,3601,1884.35,35.91405443,128.89042093
154,,(주)삼세,이형○,경상북도 영천시 도남동  695번지 외 16필지,10129,육류 기타 가공 및 저장처리업 (가금류 제외) 외 3 종,054-336-4455,임가공,17845,6120.5,35.92905181,128.92973288
155,,(주)삼안레미콘,성준○,경상북도 영천시 신녕면 화성리 161번지,23322,레미콘 제조업,054-336-0920,레미콘,9900,1212,36.04673161,128.79870309
156,,(주)삼안콘크리트,서만○,경상북도 영천시 신녕면 화성리 161번지 (주)삼안콘크리트 외 1필지,23325,콘크리트 관 및 기타 구조용 콘크리트 제품 제조업 외 1 종,054-336-0088,콘크리트제품,20091,4167.71,36.04673161,128.79870309
157,,(주)삼영,김상○,경상북도 영천시 대창면 대창리 1076-9번지,20202,합성수지 및 기타 플라스틱 물질 제조업,054-336-9800,보호용 테이프 및 합성수지,3308,1241,35.88480983,128.89125956
158,,(주)삼오테크,권오○,경상북도 영천시 금호읍 오계리 83,25113,육상 금속 골조 구조재 제조업 외 1 종,053-351-0405,"환경방지시설 구조물, 산업로",3051,1066.5,35.91126150,128.89000024
159,,(주)삼원엔지니어링,강현○,경상북도 영천시 고경면 청정리 144번지,22222,설치용 및 위생용 플라스틱제품 제조업,054-336-3327,개인하수처리시설,497,238.88,35.98816986,129.11020551
160,,(주)삼일과수산업,공동○,경상북도 영천시 청통면 계포리 346번지,17221,종이 포대 및 가방 제조업,,과일 재배용 봉지,2831,1012.96,35.99728935,128.81503132
161,,(주)삼정공업,최숙○,경상북도 영천시 도남동 704-49번지 외 1필지,25113,육상 금속 골조 구조재 제조업 외 5 종,054-333-5511,"구조물용철강재,자동차부품,운반용금속상자 및 포장용기, 절단가공철강재",1381,952,35.92563083,128.93545467
162,,(주)삼한알엔텍,허옥○,경상북도 영천시 채신동 595번지 외 1필지,20119,기타 기초 유기화학 물질 제조업 외 1 종,054-0338-5584,"할로겐족(MC,TC 등)",3797,564.48,35.91384101,128.95082481
163,,(주)생초록농원,최성○,경상북도 영천시 청통면 대평리 1210번지 외 1필지,10831,"식초, 발효 및 화학 조미료 제조업",054-0334-7171,마늘식초,2835,998.7,35.94284955,128.86142506
164,,(주)서강전력,서정○,경상북도 영천시 완산동 635-2번지 외 3필지,28410,전구 및 램프 제조업 외 1 종,054-0338-7989,"LED램프, LED조명등",2852,1187.1,35.96569155,128.94885107
165,영천화산농공단지,(주)서원,임경○,경상북도 영천시 화산면 유성리 200-14번지,30320,자동차 차체용 신품 부품 제조업 외 1 종,054-336-7506,도어프레임,8300,4441.665,36.02028031,128.86011947
166,,(주)선학산업,박선○,경상북도 영천시 청통면 계포리 301-1 외 1필지,28511,주방용 전기기기 제조업 외 6 종,054-336-3662,"가스랜지, 씽크대, 주방기구 등",2600,493.02,35.99452589,128.81036584
167,,(주)선학산업,박선○,경상북도 영천시 청통면 계포리 303-1,29250,음ㆍ식료품 및 담배 가공기계 제조업 외 6 종,054-336-3662,주방기구 등,690,489.5,35.99452850,128.80997141
168,,(주)성연,김성○,경상북도 영천시 대창면 강회리 264-2번지 외 1필지,30331,자동차용 신품 동력전달장치 제조업,054-706-7676,기어류(오토미션용),2386,1203.15,35.89265332,128.88228857
169,,(주)성원,허은○,경상북도 영천시 화남면 삼창리 678번지,23211,정형 내화 요업제품 제조업 외 1 종,054-338-2050,내화블록,7404,497.5,36.07515911,128.89236609
170,,(주)성일코퍼레이션,장미○,경상북도 영천시 청통면 송천리 479-17번지,25111,"금속 문, 창, 셔터 및 관련제품 제조업",,금속문,2514,1224,35.97038795,128.81953735
171,,(주)성진환경건설,유경○,경상북도 영천시 고경면 청정리 143-4,22222,설치용 및 위생용 플라스틱제품 제조업,054-332-2273,하수처리시설,2038,687.38,35.98800167,129.11043104
172,,(주)성찬산업,이수○,경상북도 영천시 금호읍 오계리 21-3,25113,육상 금속 골조 구조재 제조업 외 1 종,054-336-4943,"스틸그레이팅, 금속데크",2111,784.8,35.91564567,128.88515514
173,,(주)성호금속,권종○,경상북도 영천시 신기동 282-7번지 외 1필지,24311,선철주물 주조업,054-331-5800,자동차부품,16529,8633.47,35.98884575,128.95824978
174,,(주)성호테크,박인○,경상북도 영천시 채신동 643-7번지 외 1필지,22241,운송장비 조립용 플라스틱제품 제조업 외 1 종,054-351-0881,자동차 내장 플라스틱제품,7838,2582.5,35.90651115,128.95074175
175,,(주)세계주철영천2공장,최익○,경상북도 영천시 대창면 어방리 174 번지 174 외 5필지,25924,절삭가공 및 유사처리업 외 2 종,054-331-0123,소화전,7939,1847.66,35.86337180,128.93561587
176,,(주)세계주철(제2공장),최익○,경상북도 영천시 대창면 어방리 179번지,25924,절삭가공 및 유사처리업 외 1 종,054-331-0123,맨홀뚜껑,6300,2272.68,35.86365751,128.93663391
177,,(주)세계주철지점,최익○,경상북도 영천시 대창면 어방리 171번지 외 1필지,24131,주철관 제조업 외 9 종,054-331-0123,주철맨홀뚜껑,6247,2633.48,35.86295815,128.93621410
178,,(주)세운아이엔티,이진○,경상북도 영천시 대창면 사리리 252-1번지,23129,기타 산업용 유리제품 제조업 외 5 종,054-335-7200,"건축용패널,자동차용불연 및 소음완충재 등",6034,2988.79,,
179,,(주)세운아이엔티제2공장,이진○,경상북도 영천시 대창면 사리리 248번지 외 3필지,30399,그 외 자동차용 신품 부품 제조업 외 3 종,053-856-3430,자동자용 흡차음 단열재,11001,5210.99,35.87917665,128.87262690
180,,(주)세운티.엔.에스,이필○,경상북도 영천시 망정동 11-9번지 외 2필지,23121,"1차 유리제품, 유리섬유 및 광학용 유리 제조업",054-336-9551,"건축자재용,차음재등의 유리섬유매트",5947,4735.41,35.98285467,128.95891953
181,,(주)세운티.엔.에스(제2공장),이필○,경상북도 영천시 망정동 11-5 번지 외 1필지,23121,"1차 유리제품, 유리섬유 및 광학용 유리 제조업 외 2 종",054-336-9551,"단열재 파이프 커버,배관단열재커버, 단열재 파이프 커버,배관단열재커버, 단열재 파이프 커버,배관단열재커버",4895,4303.87,35.98337691,128.95978334
182,,(주)세웅,김광○,경상북도 영천시 금호읍 대곡리 718번지,25943,금속 스프링 제조업 외 4 종,054-334-4761,"시트스프링,인장스프링 등",3000,708.44,35.89195273,128.91767059
183,영천도남농공단지,(주)세원물산,김도○,경상북도 영천시 도남동 196번지,30399,그 외 자동차용 신품 부품 제조업 외 4 종,054-0335-0555,자동차부품,42938.94,34157.01,35.93023331,128.94119507
184,,(주)세원이엔아이,이정○,경상북도 영천시 도남동 172-6번지 외 4필지,30399,그 외 자동차용 신품 부품 제조업 외 3 종,054-338-5161,의장제품(플라스틱),29636.6,17466.32,35.92871118,128.93583095
185,,(주)세원정공,홍순○,경상북도 영천시 도남동 172-6번지 외 2필지,29293,주형 및 금형 제조업,054-338-5161,자동차금형,4863,3843.6,35.92871118,128.93583095
186,,(주)세원푸드,김세○,경상북도 영천시 임고면 매호리 655,10832,천연 및 혼합조제 조미료 제조업 외 1 종,054-333-1955,"양념치킨소스, 마늘간장소스, 켄터키크러스트",5014,2226,35.99533037,128.96629953
187,,(주)세은산업,유연○,경상북도 영천시 오미동 1088 외 3필지,20202,합성수지 및 기타 플라스틱 물질 제조업 외 1 종,054-334-7088,"합성수지(PE)칩 및 성형수지판, 시트, 필름류, 플라스틱포대 봉투류",6459,1032.6,35.99343135,128.92436182
188,,(주)세일,전입○,경상북도 영천시 북안면 옥천리 17번지 외 4필지,13104,연사 및 가공사 제조업,054-333-9672,연사,3686,1717.4,35.90027206,129.01273021
189,영천화산농공단지,(주)세진,안홍○,경상북도 영천시 화산면 유성리 200-9번지,13219,특수 직물 및 기타 직물 직조업 외 2 종,054-0335-3559,"화섬직물,유기질비료",18100,7413.74,36.02130754,128.86151210
190,,(주)세진테크,신금○,경상북도 영천시 대창면 구지리 193번지 외 2필지,30399,그 외 자동차용 신품 부품 제조업 외 3 종,054-338-2550,자동차용 소음 완충재 및 실내용 바닥시트,5494,1646.33,35.86835362,128.89124851
191,,(주)세화정유,이유○,경상북도 영천시 도남동 704-127 외 8필지,19221,윤활유 및 그리스 제조업,054-331-7403,"감압증류유,이온정제유,재생정제유,재생유기용제유",3579,825.92,35.92639880,128.93321030
192,,(주)솜모바이오,황순○,경상북도 영천시 대창면 대창리 159-4번지,10899,그 외 기타 식료품 제조업,053-953-1040,깐메추리알,2840,560,35.88702802,128.89134200
193,,(주)송천,윤인○,경상북도 영천시 청통면 송천리 642번지 외 2필지,25943,금속 스프링 제조업,054-338-9600,"스프링,와샤, 피스제조",6468,2348.75,35.98129496,128.81293509
194,영천고경농공단지,(주)수안,신용○,경상북도 영천시 고경면 상리리 600-3번지,20203,혼성 및 재생 플라스틱 소재 물질 제조업,054-337-4006,PE 및 PP chip,6116,3502.25,36.00402159,129.02842083
195,,(주)수창,이병○,경상북도 영천시 채신동 611-3번지,30320,자동차 차체용 신품 부품 제조업 외 2 종,054-338-9802,"자동차부품, 자동차 부품 도금품",4064,2386.67,35.91291610,128.95235975
