연번,구분,상호명,도로명주소,지번주소,전화번호,위도,경도
191,일반음식점,신일식당,경상북도 영천시 금호읍 금호로 166,경상북도 영천시 금호읍 냉천리 707-7 ,054-332-7494,35.93299402,128.87944414
192,일반음식점,우리식육식당,경상북도 영천시 금호읍 금호로 166,경상북도 영천시 금호읍 냉천리 707-7 ,054-334-9228,35.93299402,128.87944414
193,일반음식점,두꺼비식당,경상북도 영천시 청통면 청통로 894-42,경상북도 영천시 청통면 치일리 405-2 ,054-333-7432,,
194,일반음식점,부산식당,"경상북도 영천시 신녕면 장수로 1710 (,897-4,918-1,-8)","경상북도 영천시 신녕면 화성리 896 ,897-4,918-1,-8 ",054-333-8300,36.04412894,128.78737543
195,일반음식점,덕암식육식당,경상북도 영천시 화산면 장수로 1183,경상북도 영천시 화산면 덕암리 524-7 ,054-336-1622,36.02386679,128.82940232
196,일반음식점,은해사할매식당,경상북도 영천시 화남면 천문로 1601-9,경상북도 영천시 화남면 삼창리 236 ,054-332-8873,36.06088167,128.89179523
197,일반음식점,장모식육식당,경상북도 영천시 화남면 천문로 1606-1,"경상북도 영천시 화남면 삼창리 223 ,1187-34, 1215-11 ",054-334-4877,36.06072879,128.89233026
198,일반음식점,은하반점,"경상북도 영천시 화남면 천문로 1602-1 (,1187-37)","경상북도 영천시 화남면 삼창리 1215-14 ,1187-37 ",054-332-5639,36.06046752,128.89211024
199,일반음식점,가보자식당,경상북도 영천시 화남면 천문로 1624-1,경상북도 영천시 화남면 삼창리 185-3 ,054-333-4008,36.06227937,128.89286371
200,일반음식점,뚝배기식당,경상북도 영천시 임고면 포은로 450,경상북도 영천시 임고면 양항리 465-5 ,,36.01674629,128.97459212
201,일반음식점,선미횟집,,"경상북도 영천시 임고면 삼매리 74-1 ,-2 ",054-334-8133,,
202,일반음식점,빅보이 치킨,경상북도 영천시 고경면 호국로 377,경상북도 영천시 고경면 단포리 276-7 ,054-331-7916,35.98025161,128.97831663
203,일반음식점,싱싱국밥마을,"경상북도 영천시 고경면 호국로 454 (,-3)","경상북도 영천시 고경면 창하리 712-1 ,-3 ",054-333-3381,,
204,일반음식점,왕궁손짜장,경상북도 영천시 북안면 대경로 2166-34,경상북도 영천시 북안면 유하리 476-7 ,054-334-5568,35.93902056,128.97126209
205,일반음식점,처갓집양념통닭,경상북도 영천시 호국로 14-42 (야사동),경상북도 영천시 야사동 283-38 ,054-333-3733,35.97062350,128.94025208
206,일반음식점,곤지암 할매 소머리국밥,경상북도 영천시 장수로 131 (화룡동),경상북도 영천시 화룡동 764-1 ,054-332-7593,35.97149132,128.91412508
207,일반음식점,삼송꾼만두,경상북도 영천시 중앙동1길 12 (문외동),경상북도 영천시 문외동 198-4 ,054-332-3786,35.97261600,128.93462026
208,일반음식점,고향식당(DIEM HEN QUE HUONG),경상북도 영천시 충효로 122-1 (야사동),경상북도 영천시 야사동 334-2 ,054-333-3873,35.97535170,128.94217891
209,일반음식점,중국성,경상북도 영천시 상록2길 39 (야사동),경상북도 영천시 야사동 335-50 ,054-334-0111,35.97448938,128.94215461
210,일반음식점,파크레스토랑,경상북도 영천시 구읍1길 10 (완산동),경상북도 영천시 완산동 1100-1 ,054-335-1513,35.96092884,128.93361263
211,일반음식점,길,경상북도 영천시 장수로 15-1 (화룡동),경상북도 영천시 화룡동 219-16 ,054-332-8186,35.96350666,128.92159865
212,일반음식점,골목식당,경상북도 영천시 문내3길 1-6 (문내동),경상북도 영천시 문내동 206-9 ,054-336-6969,,
213,일반음식점,선창회가든,"경상북도 영천시 충효로 72-3, 외 1필지 (충효로 72) (문외동)",경상북도 영천시 문외동 12-9 ,054-331-3390,35.97299919,128.93748741
214,일반음식점,청와대족발/보쌈,경상북도 영천시 상록1길 44 (야사동),경상북도 영천시 야사동 335-19 ,,35.97435575,128.94115202
215,일반음식점,일미한우숯불가든,"경상북도 영천시 호국로 229 (조교동,,-12)","경상북도 영천시 조교동 403-6 ,-12 ",054-338-8907,35.97825341,128.96208467
216,일반음식점,이안에막걸리있다,경상북도 영천시 충효로 123-1 (야사동),경상북도 영천시 야사동 333-28 ,054-333-5735,35.97571028,128.94201217
217,일반음식점,주막민속식당,,경상북도 영천시 완산동 1075-16 ,054-333-7843,,
218,일반음식점,남문식당,경상북도 영천시 조양공원길 26-5 (창구동),경상북도 영천시 창구동 18-3 ,054-337-0906,35.96676001,128.93171236
219,일반음식점,신흥춘해물짬뽕,경상북도 영천시 한방로 237 (작산동),경상북도 영천시 작산동 199-3 ,054-331-4121,35.94210952,128.95252211
220,일반음식점,황토오리마을,경상북도 영천시 삼산길 4 (문외동),경상북도 영천시 문외동 38-11 ,054-335-8548,35.97115759,128.93802887
221,일반음식점,횡성한우국밥,"경상북도 영천시 문화새길 25, C동 10호 (야사동, 문화아파트상가)",경상북도 영천시 야사동 187-2 문화아파트상가 ,054-334-7543,35.97334464,128.94694389
222,일반음식점,봉구비어(문외점),경상북도 영천시 시청남1길 12-13 (문외동),경상북도 영천시 문외동 40-20 ,054-335-2158,35.97211385,128.93959373
223,일반음식점,놀부보쌈,경상북도 영천시 시청남길 32 (문외동),경상북도 영천시 문외동 40-17 ,054-336-9313,35.97242706,128.93983315
224,일반음식점,제주초밥,경상북도 영천시 삼산길 10-5 (문외동),경상북도 영천시 문외동 38-1 ,054-336-1516,35.97168361,128.93763263
225,일반음식점,상주식당,,경상북도 영천시 완산동 750 ,054-334-7693,,
226,일반음식점,경산식당,경상북도 영천시 완산중앙2길 6 (완산동),경상북도 영천시 완산동 1082-30 ,054-334-9709,35.96218327,128.93645395
227,일반음식점,맛자랑식당,경상북도 영천시 장수로 259 (서산동),경상북도 영천시 서산동 115-3 ,054-338-9030,35.98074021,128.90592688
228,일반음식점,양호식당,경상북도 영천시 천문로 362-1 (창구동),경상북도 영천시 창구동 155-3 ,054-333-8806,35.96989717,128.93060039
229,일반음식점,명림당,경상북도 영천시 모란2길 21-12 (야사동),경상북도 영천시 야사동 333 ,054-331-2948,35.97624669,128.94121779
230,일반음식점,장수네,경상북도 영천시 장수로 52-3 (화룡동),경상북도 영천시 화룡동 285 ,054-334-8800,35.96573249,128.91880521
231,일반음식점,꽃돼지보쌈족발,경상북도 영천시 시청남1길 12-13 (문외동),경상북도 영천시 문외동 40-20 ,054-333-2044,35.97211385,128.93959373
232,일반음식점,화이트 앤드 블루,경상북도 영천시 삼산길 10 (문외동),경상북도 영천시 문외동 38-4 ,054-334-3559,35.97145542,128.93777294
233,일반음식점,똘이네식당,경상북도 영천시 완산로 55 (완산동),경상북도 영천시 완산동 988-23 ,054-333-5275,35.96498674,128.93869590
234,일반음식점,까치복집,경상북도 영천시 문외2길 3 (문외동),경상북도 영천시 문외동 180-4 ,054-332-1945,35.97014301,128.93674119
235,일반음식점,강화밴뎅이전문점,경상북도 영천시 강변로 72 (금노동),경상북도 영천시 금노동 528-12 ,054-333-6086,35.96162285,128.93049992
236,일반음식점,조교칼국수,"경상북도 영천시 포은로 21, 주1동 (언하동)",경상북도 영천시 언하동 290-1 ,054-336-1833,35.97994405,128.96245580
237,일반음식점,장안식당 장안닭발치킨,경상북도 영천시 금호읍 금호로 172,경상북도 영천시 금호읍 냉천리 718-1 ,054-332-1559,35.93322442,128.87995585
238,일반음식점,행복한 식당,경상북도 영천시 금호읍 교대7길 8-1,경상북도 영천시 금호읍 교대리 6-40 ,054-331-7216,35.93354812,128.87805388
239,일반음식점,전원숯불가든,경상북도 영천시 금호읍 원제1길 4,경상북도 영천시 금호읍 원제리 523-2 ,054-334-5110,35.94117324,128.89829098
240,일반음식점,순찬식당,"경상북도 영천시 청통면 금송로 951-1 (,522-4)","경상북도 영천시 청통면 원촌리 247-1 ,522-4 ",054-334-3905,35.98946054,128.82309838
241,일반음식점,고향식당,경상북도 영천시 청통면 청통로 118,경상북도 영천시 청통면 우천리 193-2 ,054-334-4270,35.99411377,128.87644473
242,일반음식점,새못뚝가든,경상북도 영천시 청통면 사일로 140,경상북도 영천시 청통면 대평리 1144-3 ,054-338-3000,35.94584549,128.86342136
243,일반음식점,풍년식당,경상북도 영천시 청통면 사일로 270,경상북도 영천시 청통면 대평리 1009-1 ,054-333-1644,35.95688244,128.86471901
244,일반음식점,따뜻한밥집,경상북도 영천시 신녕면 장수로 1709-3,경상북도 영천시 신녕면 화성리 918-6 ,054-335-7676,36.04423623,128.78704012
245,일반음식점,해남식당,경상북도 영천시 신녕면 치산효령로 580,경상북도 영천시 신녕면 부산리 929-2 ,054-337-0011,36.06439132,128.73240404
246,일반음식점,부영숯불갈비,경상북도 영천시 신녕면 불바위길 6,경상북도 영천시 신녕면 화성리 961-8 ,054-333-0709,36.04121434,128.78877350
247,일반음식점,보배식당,경상북도 영천시 신녕면 장수로 1703-1,경상북도 영천시 신녕면 화성리 897-8 ,054-333-2570,36.04366627,128.78725612
248,일반음식점,새초원식육식당,경상북도 영천시 화산면 유성길 5,경상북도 영천시 화산면 유성리 586-5 ,054-331-2264,36.01884493,128.85663758
249,일반음식점,해성식당,경상북도 영천시 화산면 장수로 934,"경상북도 영천시 화산면 유성리 591-15 ,592-7 ",054-332-7276,36.01862015,128.85501196
250,일반음식점,화북식당,,경상북도 영천시 화북면 자천리 784-2 ,054-331-2001,,
251,일반음식점,대천레스토랑,경상북도 영천시 화남면 대천1길 40,경상북도 영천시 화남면 대천리 549-4 ,054-332-3561,36.03930946,128.91036200
252,일반음식점,만득이 해장국,경상북도 영천시 화남면 천문로 1598,경상북도 영천시 화남면 삼창리 1187-40 ,054-331-5583,36.06028141,128.89214225
253,일반음식점,평천휴게식당,경상북도 영천시 임고면 포은로 745-6,경상북도 영천시 임고면 평천리 629-3 ,054-332-1003,36.04158865,128.98210588
254,일반음식점,태은한우촌,경상북도 영천시 대창면 금창로 606,경상북도 영천시 대창면 대창리 727-3 ,054-331-1533,35.88175476,128.89282382
255,일반음식점,고경수산가든,경상북도 영천시 고경면 용담로 2016-9,경상북도 영천시 고경면 청정리 720-1 ,054-331-2311,35.97799513,129.10949392
256,일반음식점,미성식당,경상북도 영천시 고경면 호국로 1433-38,경상북도 영천시 고경면 석계리 275-1 ,054-331-1273,35.99964022,129.08378015
257,일반음식점,신천식당,경상북도 영천시 북안면 임포역길 97,경상북도 영천시 북안면 임포리 561-9 ,054-333-6612,35.91730655,129.01009314
258,일반음식점,장원한우 암소 숯불가든,경상북도 영천시 청통면 아랫죽정길 3-1,경상북도 영천시 청통면 죽정리 376 ,054-333-0703,35.96933565,128.83062892
259,일반음식점,옛길식당,경상북도 영천시 천문로 434-31 (오미동),경상북도 영천시 오미동 1717 ,054-333-8607,35.97733348,128.92801246
260,일반음식점,산성식당,"경상북도 영천시 시장4길 52, 영천공설시장(2지구 11~20호) (완산동)",경상북도 영천시 완산동 982-3 영천공설시장 ,054-333-5292,35.96426957,128.93856849
261,일반음식점,맛좋은횟집,경상북도 영천시 충효로 156-1 (야사동),경상북도 영천시 야사동 379-3 ,054-334-0730,35.97678005,128.94548636
262,일반음식점,대연식당,경상북도 영천시 시청남1길 12-4 (문외동),경상북도 영천시 문외동 40-24 ,054-333-1281,35.97161026,128.93929016
263,일반음식점,영주명가,경상북도 영천시 상록2길 33 (야사동),경상북도 영천시 야사동 335-54 ,054-335-7829,35.97425945,128.94231959
264,일반음식점,선미식당,,경상북도 영천시 창구동 35-2 ,054-335-1454,,
265,일반음식점,찜질방1 지하분식식당,경상북도 영천시 강남길 48-1 (완산동),경상북도 영천시 완산동 1000-47 ,054-337-4723,35.96581902,128.93825035
266,일반음식점,명성가든,경상북도 영천시 하이브리드로 771 (본촌동),경상북도 영천시 본촌동 723 ,054-332-1648,,
267,일반음식점,진우식육식당,"경상북도 영천시 야사4길 37 (야사동,(동부상가 다동3호))",경상북도 영천시 야사동 129-3 (동부상가 다동3호) ,054-333-3485,35.97553996,128.94659160
268,일반음식점,림유,경상북도 영천시 금완로 61 (완산동),경상북도 영천시 완산동 1116-4 ,054-332-5466,35.96048314,128.93516159
269,일반음식점,대궐식당,경상북도 영천시 조흔달길 15 (조교동),경상북도 영천시 조교동 461-3 ,054-334-1859,35.97722565,128.96186443
270,일반음식점,보배집밥,경상북도 영천시 무궁화길 56 (문외동),경상북도 영천시 문외동 9-40 ,054-335-0626,35.97373674,128.93765635
271,일반음식점,천하제일식당,경상북도 영천시 야사시장길 13-16 (야사동),경상북도 영천시 야사동 189-4 ,054-331-9901,35.97419517,128.94755589
272,일반음식점,원할머니보쌈,경상북도 영천시 영화로 332 (조교동),경상북도 영천시 조교동 734-6 ,,35.97156432,128.95141353
273,일반음식점,삼산구이,경상북도 영천시 역전로 43 (완산동),경상북도 영천시 완산동 929-1 ,054-336-5869,35.96096903,128.93800356
274,일반음식점,신중앙족발,경상북도 영천시 옛군청1길 12 (창구동),경상북도 영천시 창구동 42-10 ,054-332-6019,35.96758529,128.93162349
275,일반음식점,대영아구전문점,경상북도 영천시 금완로 52-6 (완산동),경상북도 영천시 완산동 1107-1 ,054-335-3786,35.96006175,128.93371823
276,일반음식점,운우구이식당,"경상북도 영천시 완산중앙2길 18 (완산동,,1079-23)","경상북도 영천시 완산동 1077-6 ,1079-23 ",054-337-5522,,
